Gene,Diplotype,Phenotype_CPIC_Format,Phenotype_Simplified,Phenotype_Category,Activity_Score,EHR_Priority
TPMT,*2/*3A,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*2/*3B,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*2/*3C,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*2/*4,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*2/*40,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*2/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*2/*5,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*2/*6,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*2/*7,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*2/*8,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*2/*9,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*20/*20,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*21,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*22,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*23,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*20/*24,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*25,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*26,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*20/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*20/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*21/*21,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*22,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*23,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*21/*24,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*25,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*26,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*21/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*21/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*22/*22,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*23,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*22/*24,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*25,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*26,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*22/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*22/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*23,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*23/*24,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*25,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*26,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*27,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*28,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*29,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*23/*30,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*31,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*32,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*33,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*34,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*35,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*36,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*37,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*38,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*39,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*40,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*23/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*24/*24,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*25,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*26,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*24/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*24/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*25/*25,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*26,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*25/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*25/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*26/*26,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*26/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*26/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*27/*27,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*27/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*27/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*28/*28,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*29,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*28/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*28/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*29,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*29/*30,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*31,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*32,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*33,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*34,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*35,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*36,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*37,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*38,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*39,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*40,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*29/*41,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*30/*30,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*30/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*31/*31,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*31/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*32/*32,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*32/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*33/*33,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*33/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*34/*34,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*34/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*34/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*34/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*34/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*34/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*34/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*34/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*35/*35,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*35/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*35/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*35/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*35/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*35/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*35/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*36/*36,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*36/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*36/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*36/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*36/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*36/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*37/*37,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*37/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*37/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*37/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*37/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*38/*38,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*38/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*38/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*38/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*39/*39,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*39/*40,TPMT Indeterminate,Indeterminate,Indeterminate,,
TPMT,*39/*41,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*10,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*11,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*12,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*13,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*14,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*15,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*16,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*17,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*18,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*19,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*20,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*21,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*22,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*23,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*24,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*25,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*26,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*27,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*28,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*29,TPMT Poor Metabolizer,Poor Metabolizer,Poor,,Abnormal/Priority/High Risk
TPMT,*3A/*30,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*31,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*32,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*33,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*34,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*35,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
TPMT,*3A/*36,TPMT Possible Intermediate Metabolizer,Possible Intermediate Metabolizer,Possible Intermediate,,Abnormal/Priority/High Risk
